allZT	nbZT
AT1G78070	1
AT1G08710	2
AT3G18520	1
AT1G13560	1
AT3G22530	1
AT1G54360	1
AT1G23490	1
AT2G44970	1
AT3G24820	1
AT1G64570	1
AT3G06810	1
AT3G59990	2
AT4G16770	1
AT1G18640	1
AT1G28380	2
AT5G42200	1
AT1G72650	1
AT3G19830	1
AT1G54250	1
AT2G28330	1
AT5G37590	2
AT2G32900	2
AT5G12440	1
AT3G22170	2
AT1G73840	1
AT2G27820	1
AT1G08760	5
AT1G30610	1
AT5G38860	1
AT1G19397	1
AT1G12930	2
AT1G54850	1
AT1G79690	1
AT3G23540	2
AT2G45160	2
AT5G47390	1
AT3G06620	3
AT4G22720	1
AT2G27210	2
AT2G30470	2
AT4G19500	1
AT1G62200	1
AT3G12150	1
AT5G13640	3
AT2G39580	1
AT1G63090	1
AT1G07030	1
AT1G63900	1
AT1G73030	1
AT2G20810	1
AT3G50840	1
AT1G76720	2
AT2G40860	1
AT1G72340	1
AT2G27460	1
AT2G44660	3
AT3G43240	2
AT1G77600	1
AT5G63930	1
AT1G68550	1
AT2G34970	1
AT3G04485	1
AT1G11330	2
AT3G15350	1
AT4G20400	3
AT3G10980	2
AT1G62330	2
AT1G61670	1
AT5G52380	1
AT5G47970	2
AT3G01460	3
AT2G01980	1
AT4G19870	1
AT1G43690	1
AT3G49600	1
AT3G23740	1
AT5G56520	1
AT4G36240	2
AT4G29790	3
AT5G61990	2
AT5G66010	1
AT5G63410	1
AT1G24267	2
AT5G47800	1
AT1G47230	2
AT5G58980	4
AT4G14605	1
AT5G44510	1
AT5G02910	2
AT1G32930	1
AT2G41370	1
AT5G19900	1
AT5G66950	1
AT3G55320	1
AT3G43700	1
AT2G23950	1
AT5G57610	1
AT3G52940	1
AT5G15580	1
AT4G00480	1
AT5G02410	1
AT4G16110	2
AT2G34930	1
AT4G00440	1
AT1G67880	3
AT2G48060	2
AT2G13100	1
AT3G17430	1
AT5G19080	2
AT3G13225	2
AT1G65650	1
AT3G55340	1
AT4G00520	1
AT3G56480	1
AT3G12390	1
AT3G50860	1
AT2G17700	2
AT2G25355	1
AT1G18340	1
AT5G41800	1
AT5G50350	1
AT5G04890	1
AT1G75710	1
AT4G02760	1
AT5G12290	2
AT5G63950	1
AT3G63130	1
AT5G27540	1
AT4G32920	1
AT1G20200	1
AT3G09890	1
AT4G36090	2
AT4G09630	1
AT5G43745	1
AT1G12830	1
AT5G66310	2
AT3G08550	1
AT4G21670	2
AT1G61140	1
AT5G14500	1
AT1G76310	1
AT1G17680	3
AT2G26170	1
AT4G00238	1
AT3G44630	1
AT2G38770	2
AT4G22140	1
AT3G15040	1
AT5G08390	3
AT3G53540	1
AT1G47900	1
AT1G07640	1
AT1G11880	2
AT1G23340	1
AT5G15920	1
AT1G75640	1
AT5G04410	1
AT5G63110	2
AT2G05160	2
AT5G59790	1
AT5G36930	2
AT5G18550	1
AT1G20300	1
AT3G60740	2
AT5G38600	2
AT1G02090	1
AT3G62900	2
AT1G54830	1
AT1G47750	1
AT3G46290	1
AT5G65770	1
AT4G04950	1
AT5G15470	1
AT1G13210	1
AT1G22880	1
AT2G46060	1
AT4G21520	1
AT5G35530	1
AT5G45260	2
AT1G72830	1
AT3G47570	1
AT5G22130	2
AT5G52310	1
AT4G08940	1
AT5G17420	1
AT1G60530	1
AT4G23810	1
AT2G27060	1
AT1G13860	1
AT1G76630	3
AT2G40780	1
AT2G02780	1
AT1G03960	1
AT2G46915	1
AT3G27530	3
AT2G20300	1
AT4G33490	2
AT1G80170	1
AT1G71840	1
AT4G34430	3
AT3G10490	1
AT2G29510	2
AT5G17070	1
AT5G60210	1
AT1G05910	1
AT2G33490	2
AT2G28140	1
AT2G39690	1
AT4G11450	1
AT5G02370	1
AT5G58300	2
AT2G27110	2
AT3G03360	1
AT5G42470	2
AT1G27450	1
AT4G02150	1
AT2G21470	1
AT5G51940	2
AT4G23180	1
AT4G12610	1
AT1G77580	2
AT5G01810	1
AT1G58060	2
AT4G32010	2
AT4G24610	1
AT2G34450	1
AT4G32272	1
AT5G60300	1
AT1G54510	1
AT3G03110	1
AT2G25610	1
AT3G54430	1
AT3G16620	1
AT2G35880	1
AT3G19400	1
AT5G02010	1
AT1G16270	1
AT1G30240	2
AT5G04220	1
AT1G79730	1
AT1G14300	1
AT4G16650	2
AT2G32600	1
AT1G12430	1
AT5G15270	2
AT4G02710	1
AT5G58410	1
AT4G23540	1
AT2G20010	1
AT1G05200	1
AT4G38630	1
AT5G66750	1
AT1G73770	1
AT1G08960	1
AT2G32295	1
AT5G20840	2
AT1G23780	1
AT1G45160	3
AT1G67510	1
AT5G51910	1
AT4G29100	1
AT2G05755	1
AT1G14510	1
AT1G18670	1
AT1G66260	1
AT1G31480	3
AT1G60545	1
AT5G24400	1
AT4G35300	2
AT3G58620	1
AT5G08440	1
AT1G21560	2
AT1G70750	2
AT2G41290	1
AT4G00755	2
AT2G17340	1
AT1G32240	2
AT5G07980	3
AT1G56510	1
AT3G06030	1
AT2G22010	2
AT3G56120	1
AT4G24840	1
AT1G58220	1
AT4G14290	1
AT2G23700	1
AT3G05830	1
AT1G75860	1
AT5G58430	3
AT3G24870	1
AT1G60850	1
AT5G52870	1
AT1G17720	1
AT3G09800	1
AT4G24470	2
AT1G30300	2
AT2G22830	1
AT3G02890	1
AT1G54610	1
AT3G01380	2
AT5G41140	1
AT4G23920	1
AT5G25490	1
AT4G21800	3
AT5G56280	1
AT5G05570	2
AT2G41140	1
AT5G35430	2
AT4G30890	2
AT1G23000	1
AT5G27930	1
AT3G43220	1
AT1G44960	1
AT3G03220	1
AT3G22980	4
AT2G34710	1
AT1G16280	1
AT4G34110	2
AT2G31280	3
AT1G05805	1
AT2G31740	2
AT5G65930	1
AT2G39830	1
AT2G47230	1
AT3G23980	1
AT3G54910	1
AT1G78610	1
AT4G17880	1
AT4G01410	1
AT3G18190	1
AT2G40640	1
AT1G47330	2
AT2G38620	1
AT5G43280	1
AT1G72910	1
AT4G22990	2
AT5G46470	1
AT2G02880	1
AT1G53050	1
AT3G50530	1
AT3G66658	2
AT1G47960	1
AT2G30800	1
AT4G21900	1
AT5G11040	1
AT5G18620	2
AT4G26660	1
AT5G61190	2
AT2G16920	3
AT3G03690	2
AT1G78240	1
AT1G03770	2
AT1G19220	1
AT5G12930	1
AT5G48310	1
AT3G56410	2
AT1G71230	1
AT2G20310	2
AT4G32670	2
AT4G11670	1
AT3G52640	1
AT1G27440	1
AT2G33540	2
AT5G50340	3
AT1G60860	2
AT3G25030	1
AT1G64440	1
AT5G61770	1
AT4G32270	1
AT1G12860	1
AT2G22840	1
AT1G29890	1
AT4G14300	1
AT1G51690	2
AT2G17550	1
AT4G30790	3
AT1G70160	3
AT1G28240	1
AT1G73960	1
AT5G28060	1
AT1G48360	1
AT4G09810	1
AT5G66730	3
AT5G45250	1
AT4G17950	2
AT3G62240	1
AT3G58110	2
AT5G18960	1
AT4G19070	1
AT3G13780	1
AT1G64960	2
AT4G04870	1
AT2G33170	2
AT1G13980	2
AT3G47890	2
AT1G05380	2
AT5G20610	2
AT3G04610	1
AT3G55480	2
AT5G64560	2
AT1G68710	1
AT1G52320	1
AT5G52210	2
AT1G31540	1
AT1G05940	1
AT5G58930	1
AT1G80780	1
AT3G01910	1
AT4G09340	3
AT4G34680	1
AT1G53770	3
AT2G26860	1
AT3G54460	2
AT5G43670	2
AT1G18450	1
AT1G15940	1
AT3G49500	1
AT1G25570	1
AT1G64890	1
AT5G35570	2
AT3G54480	1
AT1G10170	2
AT1G71440	1
AT3G16640	1
AT5G48660	1
AT1G51080	1
AT3G56640	1
AT1G04480	1
AT1G64660	1
AT3G14450	1
AT5G61460	1
AT3G19080	2
AT3G01590	1
AT3G14810	1
AT1G29340	1
AT3G55070	1
AT5G50550	1
AT3G63250	2
AT2G39950	2
AT5G41060	1
AT4G03140	1
AT5G02540	1
AT1G11060	2
AT5G25800	1
AT4G21180	2
AT3G03550	1
AT1G27430	2
AT4G35785	1
AT3G20870	1
AT1G13740	1
AT1G25480	2
AT1G63850	2
AT1G18950	1
AT3G26380	1
AT4G33200	2
AT3G19515	2
AT3G62560	2
AT5G35980	1
AT5G18400	1
AT3G15290	1
AT4G26410	1
AT2G22720	1
AT5G57710	1
AT1G27540	1
AT4G21470	2
AT2G40520	1
AT5G54280	1
AT4G12670	1
AT5G63040	1
AT1G03910	1
AT3G12130	1
AT3G13340	1
AT4G16143	2
AT4G13730	2
AT5G44530	1
AT4G39870	3
AT5G43940	1
AT2G18890	1
AT2G27980	1
AT3G54290	1
AT5G37310	2
AT5G05680	2
AT5G41340	1
AT2G25800	2
AT2G37840	1
AT5G40810	2
AT5G46490	2
AT2G41790	1
AT3G59330	1
AT1G31010	1
AT3G46920	1
AT5G22330	1
AT3G20770	1
AT2G22450	1
AT1G12050	1
AT2G22100	1
AT5G63320	1
AT3G56050	1
AT3G14410	1
AT2G06005	1
AT4G24450	1
AT3G02080	1
AT5G20200	2
AT4G18380	1
AT3G17750	3
AT5G61360	1
AT1G04970	1
AT3G26810	2
AT5G36230	2
AT1G07770	1
AT1G73980	3
AT3G07180	1
AT3G06670	2
AT5G09410	2
AT1G22310	2
AT3G60220	1
AT2G41620	1
AT3G54190	2
AT1G53510	1
AT5G50210	1
AT5G53350	1
AT3G60030	3
AT3G59910	3
AT2G38440	1
AT5G62940	1
AT2G04845	1
AT4G20840	2
AT2G45730	1
AT3G04590	3
AT5G61330	1
AT1G61795	1
AT1G07200	2
AT1G13220	1
AT3G07080	1
AT1G50440	2
AT5G60548	1
AT4G37210	1
AT5G05700	2
AT1G32400	1
AT3G09410	1
AT2G41870	1
AT4G29480	1
AT2G41500	1
AT1G49560	1
AT1G79630	1
AT3G05545	1
AT1G48310	2
AT1G69360	2
AT2G03280	2
AT4G38620	1
AT1G13320	2
AT4G10570	1
AT5G67150	2
AT2G35330	1
AT5G05540	1
AT5G63810	1
AT1G07310	1
AT5G14720	1
AT5G61960	1
AT2G30120	2
AT2G31130	1
AT2G18170	1
AT3G14790	2
AT5G15570	1
AT5G02970	3
AT4G14920	2
AT3G02510	1
AT3G06610	1
AT2G04230	1
AT1G03280	2
AT2G32580	2
AT4G37470	1
AT5G15050	1
AT2G30070	1
AT1G12230	1
AT3G13690	1
AT2G23460	3
AT3G06400	1
AT1G68490	1
AT5G13690	1
AT3G47390	2
AT5G10490	2
AT3G05810	1
AT4G10890	3
AT1G02120	2
AT3G03870	1
AT4G09640	1
AT1G04400	1
AT5G22700	1
AT2G31510	2
AT3G11820	1
AT5G22850	2
AT3G02560	1
AT5G27730	1
AT4G34260	1
AT3G29760	1
AT3G05220	1
AT5G08450	1
AT1G80680	1
AT2G39805	2
AT5G15390	1
AT3G10210	1
AT1G69680	1
AT3G23900	2
AT3G01090	2
AT2G46340	2
AT3G26910	1
AT3G04830	1
AT1G17980	1
AT1G20760	1
AT3G24150	1
AT2G29190	1
AT2G41700	1
AT2G37050	1
AT5G26360	1
AT3G18210	1
AT3G02150	2
AT5G52530	1
AT1G78920	1
AT1G09830	1
AT4G24240	1
AT3G19740	2
AT4G04970	1
AT3G13870	1
AT3G62390	2
AT1G08600	1
AT5G59570	1
AT3G62840	1
AT5G10540	1
AT5G53330	1
AT4G36020	1
AT1G20970	1
AT4G30996	1
AT3G24180	1
AT2G29140	1
AT1G73450	1
AT1G64550	1
AT1G07930	1
AT4G24020	1
AT1G73080	2
AT2G47580	1
AT1G68580	1
AT3G14740	1
AT4G10790	1
AT3G57930	1
AT2G20940	1
AT5G21990	1
AT1G17550	1
AT5G36940	1
AT5G41190	1
AT1G77300	1
AT4G32300	2
AT3G03790	2
AT1G66750	1
AT4G25620	1
AT3G60050	1
AT5G17010	1
AT5G57870	1
AT3G50210	1
AT4G14570	2
AT3G20310	2
AT1G16710	1
AT5G23430	1
AT2G03480	1
AT5G58450	1
AT1G72550	1
AT1G27390	1
AT3G56460	1
AT1G63640	1
AT5G44410	1
AT1G51660	1
AT2G21410	1
AT5G16280	1
AT3G57410	1
AT5G67320	1
AT5G03730	1
AT1G54170	2
AT1G07780	1
AT4G28910	1
AT2G46520	1
AT1G30470	1
AT3G05420	1
AT5G12370	1
AT5G58160	1
AT1G26270	1
AT2G37860	1
AT5G48120	1
AT1G71820	1
AT2G40730	1
AT3G14270	1
AT5G04420	1
AT5G41770	1
AT4G33910	1
AT2G25650	1
AT3G61620	1
AT4G35840	1
AT3G13235	2
AT3G14400	1
AT3G46640	1
AT1G57680	1
AT5G12400	1
AT2G39260	1
AT3G20540	1
AT4G14000	1
AT3G22840	1
AT3G62150	1
AT3G04140	1
AT4G28310	1
AT3G10070	1
AT3G17470	1
AT1G79970	1
AT5G14310	2
AT1G49340	1
AT5G15020	1
AT4G17650	1
AT1G34220	1
AT1G09150	1
AT1G71340	2
AT2G47510	1
AT1G26170	1
AT3G55200	1
AT1G79090	1
AT2G44160	1
AT4G33430	1
AT3G53430	1
AT1G09870	1
AT1G08420	1
AT3G63500	1
AT1G50660	1
AT3G23510	1
AT2G45315	1
AT1G28420	1
AT2G33051	1
AT4G34340	1
AT1G64530	1
AT3G16060	1
AT2G26770	1
AT2G48160	1
AT1G28350	1
AT1G59890	1
AT3G02340	2
AT4G17550	1
AT5G50180	1
AT5G60410	1
AT3G48050	1
AT4G02230	1
AT1G72710	1
AT1G64840	1
AT1G07980	2
AT4G17070	1
AT3G13290	1
AT4G04920	2
AT4G00750	2
AT3G10540	1
AT4G01210	1
AT3G15510	1
AT5G64070	1
AT1G17210	1
AT1G09010	1
AT1G19140	1
AT1G75310	1
AT1G13160	1
AT3G52120	1
AT5G46070	1
AT5G58040	1
AT2G01080	1
AT2G03140	1
AT1G66910	1
AT5G04940	1
AT1G06290	1
AT1G80870	2
AT2G20240	2
AT5G35450	1
AT5G67580	1
AT5G07300	1
AT5G43310	1
AT4G37100	1
AT3G51320	1
AT2G44310	1
AT3G25140	1
AT1G24190	1
AT2G13370	1
AT5G26680	1
AT5G67630	1
AT5G44090	1
AT5G28220	1
AT5G13010	1
AT2G17200	2
AT2G17820	1
AT1G09195	1
AT2G45023	1
AT2G18960	1
AT4G19490	1
AT2G26140	1
AT2G25660	1
AT1G50200	1
AT4G35080	1
AT3G59150	1
AT5G27470	1
AT2G31800	1
AT2G42010	1
AT2G20190	1
AT5G16300	1
AT1G67310	1
AT3G28480	1
AT2G40800	1
AT3G47350	1
AT3G06010	2
AT5G63940	1
AT4G33210	1
AT3G12680	1
AT4G25280	1
AT3G07170	1
AT1G48830	1
AT4G02720	1
AT1G12470	1
AT1G43850	1
AT3G01320	1
AT3G63420	1
AT5G48250	1
AT4G03390	1
AT1G16500	1
AT5G06350	1
AT3G52030	1
AT1G69960	1
AT3G27560	1
AT2G47860	1
AT4G34240	1
AT1G54355	1
AT4G30900	1
AT4G30840	1
AT1G70060	1
AT1G77660	1
AT2G43945	1
AT2G40316	1
AT1G33250	1
AT1G12280	1
AT1G11380	1
AT5G53310	1
AT3G63080	1
AT1G04010	1
AT5G67250	1
AT5G24590	1
AT4G19540	1
AT2G01410	1
AT4G27040	1
AT1G34360	1
AT1G10580	1
AT5G64380	1
AT1G11390	1
AT2G03470	1
AT3G04560	1
AT1G27595	1
AT3G29270	1
AT4G37310	1
AT4G23490	1
AT5G48840	1
AT5G13950	1
AT2G25690	1
AT4G10430	1
AT5G60160	1
AT1G23890	1
AT3G57530	1
AT5G04720	1
AT1G59710	1
AT3G26360	1
AT4G23440	1
AT5G10650	1
AT5G42670	1
AT2G26030	1
AT5G45290	1
AT2G15230	1
AT5G38530	1
AT1G53650	1
AT3G23530	1
AT5G49970	1
AT2G17530	1
AT2G25830	1
AT2G04880	1
AT1G74780	1
AT3G61415	1
AT3G28715	1
AT4G10970	1
AT1G78265	1
AT3G56430	1
AT2G20100	1
AT1G79710	1
AT3G14000	1
AT4G23660	1
AT3G60680	1
AT5G13850	1
AT3G11960	1
AT5G46710	1
AT5G13480	1
AT4G38640	1
AT2G37150	1
AT1G50740	1
AT2G27500	1
AT5G40930	1
AT1G14130	1
AT3G18830	1
AT4G17420	1
AT4G00490	1
AT3G26590	1
AT3G50340	1
AT2G46870	1
AT1G64950	1
AT4G02350	1
AT1G72170	1
AT3G16990	1
AT1G58110	1
AT1G34570	1
AT3G63010	1
AT2G05210	1
AT4G15180	1
AT3G61980	1
AT2G27100	1
AT4G15430	1
AT1G78882	1
AT1G27660	1
AT5G60860	1
AT1G54570	1
AT5G15510	1
AT3G03773	1
AT2G23755	1
AT1G26210	1
AT1G77500	1
AT5G52010	1
AT2G39080	1
AT4G35270	1
AT1G04130	1
AT3G23100	1
AT3G63120	1
AT4G29120	1
AT5G50410	1
AT5G22510	1
AT5G03530	1
AT1G62810	1
AT5G56130	1
AT4G24810	1
AT3G09570	1
AT5G55910	1
AT1G08770	1
AT3G51050	1
AT4G31200	1
AT4G32840	1
AT5G37720	1
AT5G19960	1
AT5G18290	1
AT1G73460	1
AT3G04110	1
AT3G12810	1
AT4G21720	1
AT4G03200	1
AT5G59880	1
AT5G55580	1
AT4G19640	1
AT1G49050	1
AT1G30130	1
AT2G23680	1
AT2G41120	1
AT4G19380	1
AT3G50880	1
AT1G24148	1
AT1G34340	1
AT4G20930	1
AT3G19553	1
AT2G41670	1
AT4G05120	1
AT3G52450	1
AT1G24610	1
AT1G07520	1
AT3G26310	1
AT4G00340	1
AT4G34500	1
AT4G38130	1
AT2G38020	1
AT5G64480	1
AT5G10950	1
AT2G46560	1
AT5G03900	1
AT4G32400	1
AT5G01260	1
AT2G16510	1
AT2G01470	1
AT2G27260	1
AT3G07310	1
AT3G06330	1
AT3G46600	1
AT4G09720	1
AT1G14580	1
AT1G27630	1
AT3G14720	1
AT3G09250	1
AT2G44750	1
AT1G73170	1
AT1G15490	1
AT1G50570	1
AT4G12060	1
AT1G15430	1
AT5G19460	1
AT5G64960	1
AT2G36810	1
AT2G35620	1
AT3G57870	1
AT5G44180	1
AT4G31580	1
AT1G49890	1
AT1G75400	1
AT5G20110	1
AT2G46420	1
AT2G17990	1
AT2G33570	1
AT2G41980	1
AT3G58560	1
AT5G53180	1
AT1G20560	1
AT5G66160	1
AT5G58787	1
AT3G53270	1
AT3G22150	1
AT5G64090	1
AT1G03495	1
AT3G52390	1
AT5G12980	1
AT2G13790	1
AT2G17870	1
AT2G33410	1
AT1G32160	1
AT3G61490	1
AT5G40490	1
AT1G21590	1
AT5G47650	1
AT1G63690	1
AT5G08720	1
AT5G23690	1
AT1G32050	1
AT1G78010	1
AT1G70790	1
AT5G42090	1
AT5G38630	1
AT1G48110	1
AT2G29210	1
AT3G17900	1
AT3G21110	1
AT5G10960	1
AT4G33300	1
AT4G16830	1
