gene_name	type	chromsome	start	stop	length	strand
AT4G34320	protein_coding_gene	Chr4	16422166	16423948	1783	+
AT4G34330	protein_coding_gene	Chr4	16424713	16425890	1178	+
AT4G34332	other_RNA	Chr4	16424716	16425890	1175	-
AT4G34340	protein_coding_gene	Chr4	16426639	16428010	1372	-
AT4G34350	protein_coding_gene	Chr4	16428480	16431114	2635	-
AT4G34360	protein_coding_gene	Chr4	16431941	16433958	2018	+
AT4G34370	protein_coding_gene	Chr4	16434280	16437322	3043	+
AT4G34380	protein_coding_gene	Chr4	16438524	16440641	2118	+
AT4G34390	protein_coding_gene	Chr4	16441179	16445005	3827	+
AT4G34400	protein_coding_gene	Chr4	16445208	16447773	2566	+
AT4G34410	protein_coding_gene	Chr4	16451876	16453260	1385	+
AT4G34412	protein_coding_gene	Chr4	16452960	16454633	1674	-
AT4G34415	tRNA	Chr4	16454697	16454769	73	-
AT4G34419	protein_coding_gene	Chr4	16456519	16457225	707	+
AT4G34420	protein_coding_gene	Chr4	16458068	16460652	2585	+
AT4G34430	protein_coding_gene	Chr4	16460920	16465323	4404	+
AT4G34440	protein_coding_gene	Chr4	16465828	16468956	3129	+
AT4G34450	protein_coding_gene	Chr4	16471835	16477021	5187	+
AT4G34460	protein_coding_gene	Chr4	16477106	16479528	2423	-
AT4G34470	protein_coding_gene	Chr4	16480022	16480480	459	-
AT4G34480	protein_coding_gene	Chr4	16480934	16483995	3062	-
AT4G34490	protein_coding_gene	Chr4	16484530	16487417	2888	-
AT4G34500	protein_coding_gene	Chr4	16487754	16490954	3201	-
AT4G34510	protein_coding_gene	Chr4	16491796	16493418	1623	+
AT4G34520	protein_coding_gene	Chr4	16494205	16495842	1638	+
AT4G34530	protein_coding_gene	Chr4	16498391	16500174	1784	+
AT4G34540	protein_coding_gene	Chr4	16498391	16502174	3784	+
AT4G34550	protein_coding_gene	Chr4	16503201	16504040	840	+
AT4G34555	protein_coding_gene	Chr4	16504230	16505472	1243	-
AT4G34560	protein_coding_gene	Chr4	16507635	16508754	1120	+
AT4G34570	protein_coding_gene	Chr4	16511001	16514343	3343	-
AT4G34580	protein_coding_gene	Chr4	16515327	16519534	4208	+
AT4G34588	protein_coding_gene	Chr4	16521861	16523230	1370	+
AT4G34590	protein_coding_gene	Chr4	16521861	16523230	1370	+
AT4G34600	protein_coding_gene	Chr4	16529225	16530199	975	+
AT4G34610	protein_coding_gene	Chr4	16530346	16533034	2689	-
AT4G34620	protein_coding_gene	Chr4	16534855	16536171	1317	-
AT4G34630	protein_coding_gene	Chr4	16536865	16537746	882	-
AT4G34640	protein_coding_gene	Chr4	16538282	16541926	3645	+
AT4G34650	protein_coding_gene	Chr4	16542377	16545121	2745	+
AT4G34660	protein_coding_gene	Chr4	16545197	16548453	3257	-
AT4G34670	protein_coding_gene	Chr4	16548618	16550453	1836	+
AT4G34680	protein_coding_gene	Chr4	16553390	16554740	1351	+
AT4G34690	protein_coding_gene	Chr4	16555463	16556097	635	-
AT4G34695	tRNA	Chr4	16556623	16556695	73	+
AT4G34700	protein_coding_gene	Chr4	16556825	16558846	2022	+
AT4G34710	protein_coding_gene	Chr4	16560062	16562969	2908	-
AT4G34720	protein_coding_gene	Chr4	16567824	16569295	1472	-
AT4G34730	protein_coding_gene	Chr4	16569396	16573680	4285	-
AT4G34740	protein_coding_gene	Chr4	16574577	16576671	2095	-
AT4G34750	protein_coding_gene	Chr4	16577404	16578452	1049	+
AT4G34760	protein_coding_gene	Chr4	16582183	16582879	697	-
AT4G34770	protein_coding_gene	Chr4	16591229	16591892	664	+
AT4G34780	protein_coding_gene	Chr4	16592397	16592717	321	-
AT4G34790	protein_coding_gene	Chr4	16594469	16595153	685	+
AT4G34800	protein_coding_gene	Chr4	16596860	16597144	285	+
AT4G34810	protein_coding_gene	Chr4	16599104	16599421	318	+
AT4G34830	protein_coding_gene	Chr4	16599605	16606027	6423	-
AT4G34840	protein_coding_gene	Chr4	16606274	16608024	1751	+
AT4G34850	protein_coding_gene	Chr4	16608313	16609829	1517	+
AT4G34860	protein_coding_gene	Chr4	16609746	16612907	3162	-
AT4G34870	protein_coding_gene	Chr4	16614327	16615313	987	+
AT4G34880	protein_coding_gene	Chr4	16615549	16617424	1876	+
AT4G34881	protein_coding_gene	Chr4	16617623	16618506	884	+
AT4G34890	protein_coding_gene	Chr4	16618573	16625057	6485	-
AT4G34900	protein_coding_gene	Chr4	16625555	16631327	5773	-
AT4G34910	protein_coding_gene	Chr4	16631533	16635149	3617	+
AT4G34920	protein_coding_gene	Chr4	16635684	16636975	1292	+
AT4G34930	protein_coding_gene	Chr4	16637322	16638872	1551	+
AT4G34940	protein_coding_gene	Chr4	16639598	16641950	2353	+
AT4G34950	protein_coding_gene	Chr4	16642316	16644818	2503	-
AT4G34960	protein_coding_gene	Chr4	16648605	16650897	2293	+
AT4G34970	protein_coding_gene	Chr4	16653704	16654871	1168	+
AT4G34975	tRNA	Chr4	16655286	16655359	74	+
AT4G34980	protein_coding_gene	Chr4	16656691	16659339	2649	-
AT4G34990	protein_coding_gene	Chr4	16661329	16662367	1039	-
AT4G35000	protein_coding_gene	Chr4	16664822	16667718	2897	-
AT4G35010	protein_coding_gene	Chr4	16667930	16672092	4163	-
AT4G35020	protein_coding_gene	Chr4	16672192	16674771	2580	+
AT4G35025	protein_coding_gene	Chr4	16675528	16675749	222	-
AT4G35030	protein_coding_gene	Chr4	16675702	16678206	2505	+
AT4G35040	protein_coding_gene	Chr4	16680323	16682093	1771	+
AT4G35050	protein_coding_gene	Chr4	16682580	16684848	2269	-
AT4G35060	protein_coding_gene	Chr4	16685720	16686703	984	-
AT4G35070	protein_coding_gene	Chr4	16694170	16695698	1529	+
AT4G35080	protein_coding_gene	Chr4	16698334	16700321	1988	+
AT4G35090	protein_coding_gene	Chr4	16700342	16703325	2984	-
AT4G35100	protein_coding_gene	Chr4	16708552	16710289	1738	+
AT4G35110	protein_coding_gene	Chr4	16712462	16714953	2492	-
AT4G35120	protein_coding_gene	Chr4	16716806	16718017	1212	+
AT4G35130	protein_coding_gene	Chr4	16721084	16723498	2415	-
AT4G35140	protein_coding_gene	Chr4	16723714	16726636	2923	-
AT4G35150	protein_coding_gene	Chr4	16726948	16728531	1584	-
AT4G35160	protein_coding_gene	Chr4	16730760	16732811	2052	-
AT4G35165	protein_coding_gene	Chr4	16735123	16735883	761	+
AT4G35170	protein_coding_gene	Chr4	16736757	16738437	1681	+
AT4G35180	protein_coding_gene	Chr4	16738339	16740465	2127	-
AT4G35190	protein_coding_gene	Chr4	16746599	16748266	1668	+
AT4G35200	protein_coding_gene	Chr4	16749142	16749903	762	-
AT4G35210	protein_coding_gene	Chr4	16751224	16752239	1016	+
AT4G35220	protein_coding_gene	Chr4	16752571	16754305	1735	+
AT4G35230	protein_coding_gene	Chr4	16755112	16758091	2980	-
AT4G35240	protein_coding_gene	Chr4	16760949	16767087	6139	-
AT4G35250	protein_coding_gene	Chr4	16771171	16773364	2194	-
AT4G35260	protein_coding_gene	Chr4	16774195	16776325	2131	-
AT4G35263	protein_coding_gene	Chr4	16776630	16776797	168	-
AT4G35270	protein_coding_gene	Chr4	16777338	16780824	3487	-
AT4G35280	protein_coding_gene	Chr4	16787429	16788283	855	-
AT4G35290	protein_coding_gene	Chr4	16789549	16793685	4137	+
AT4G35295	protein_coding_gene	Chr4	16795333	16796223	891	+
AT4G35300	protein_coding_gene	Chr4	16796256	16799777	3522	-
AT4G35310	protein_coding_gene	Chr4	16801987	16804995	3009	+
AT4G35320	protein_coding_gene	Chr4	16805869	16806655	787	-
AT4G35335	protein_coding_gene	Chr4	16807265	16810216	2952	+
AT4G35350	protein_coding_gene	Chr4	16810482	16812009	1528	+
AT4G35360	protein_coding_gene	Chr4	16812116	16814745	2630	-
AT4G35370	protein_coding_gene	Chr4	16815138	16817544	2407	+
AT4G35380	protein_coding_gene	Chr4	16819883	16826061	6179	+
AT4G35390	protein_coding_gene	Chr4	16829326	16830692	1367	+
AT4G35410	protein_coding_gene	Chr4	16832481	16834009	1529	+
AT4G35420	protein_coding_gene	Chr4	16833933	16835619	1687	-
AT4G35430	protein_coding_gene	Chr4	16835989	16836421	433	-
AT4G35440	protein_coding_gene	Chr4	16835986	16839375	3390	-
AT4G35450	protein_coding_gene	Chr4	16839532	16842077	2546	+
AT4G35460	protein_coding_gene	Chr4	16842188	16844082	1895	+
AT4G35470	protein_coding_gene	Chr4	16846301	16849150	2850	+
AT4G35480	protein_coding_gene	Chr4	16852074	16852947	874	-
AT4G35490	protein_coding_gene	Chr4	16855902	16856674	773	+
AT4G35500	protein_coding_gene	Chr4	16857299	16859603	2305	+
AT4G35510	protein_coding_gene	Chr4	16860452	16862372	1921	-
AT4G35519	protein_coding_gene	Chr4	16865248	16865370	123	-
AT4G35520	protein_coding_gene	Chr4	16865488	16871764	6277	+
AT4G35530	protein_coding_gene	Chr4	16871734	16873652	1919	-
AT4G35540	protein_coding_gene	Chr4	16873835	16875598	1764	+
AT4G35550	protein_coding_gene	Chr4	16875521	16877306	1786	-
AT4G35560	protein_coding_gene	Chr4	16881362	16887083	5722	+
AT4G35570	protein_coding_gene	Chr4	16887165	16888356	1192	-
AT4G35580	protein_coding_gene	Chr4	16888405	16890877	2473	-
AT4G35589	protein_coding_gene	Chr4	16892766	16892903	138	+
AT4G35590	protein_coding_gene	Chr4	16892909	16894865	1957	+
AT4G35600	protein_coding_gene	Chr4	16896202	16898876	2675	+
AT4G35610	protein_coding_gene	Chr4	16899410	16900225	816	-
AT4G35620	protein_coding_gene	Chr4	16901621	16903920	2300	+
AT4G35630	protein_coding_gene	Chr4	16904059	16905722	1664	+
AT4G35640	protein_coding_gene	Chr4	16905579	16908357	2779	-
AT4G35650	protein_coding_gene	Chr4	16908519	16910190	1672	+
AT4G35655	protein_coding_gene	Chr4	16910755	16910961	207	+
AT4G35660	protein_coding_gene	Chr4	16912509	16913704	1196	+
AT4G35670	protein_coding_gene	Chr4	16914996	16917201	2206	+
AT4G35680	protein_coding_gene	Chr4	16917749	16920008	2260	+
AT4G35690	protein_coding_gene	Chr4	16921803	16922963	1161	+
AT4G35700	protein_coding_gene	Chr4	16923319	16924320	1002	+
AT4G35710	protein_coding_gene	Chr4	16925301	16926152	852	+
AT4G35720	protein_coding_gene	Chr4	16927972	16929170	1199	+
AT4G35725	protein_coding_gene	Chr4	16929943	16930560	618	-
AT4G35730	protein_coding_gene	Chr4	16931039	16933356	2318	+
AT4G35733	protein_coding_gene	Chr4	16934236	16935502	1267	+
AT4G35740	protein_coding_gene	Chr4	16936120	16940332	4213	+
AT4G35750	protein_coding_gene	Chr4	16940507	16941862	1356	-
AT4G35760	protein_coding_gene	Chr4	16942321	16944677	2357	-
AT4G35770	protein_coding_gene	Chr4	16944941	16946192	1252	+
AT4G35780	protein_coding_gene	Chr4	16946521	16950594	4074	-
AT4G35783	protein_coding_gene	Chr4	16952406	16952800	395	+
AT4G35785	protein_coding_gene	Chr4	16952963	16955277	2315	-
AT4G35790	protein_coding_gene	Chr4	16955518	16960170	4653	-
AT4G35800	protein_coding_gene	Chr4	16960657	16968128	7472	-
AT4G35810	protein_coding_gene	Chr4	16968921	16970358	1438	+
AT4G35820	protein_coding_gene	Chr4	16971221	16972429	1209	+
AT4G35830	protein_coding_gene	Chr4	16972598	16978057	5460	-
AT4G35837	protein_coding_gene	Chr4	16980327	16980491	165	-
AT4G35840	protein_coding_gene	Chr4	16980961	16982365	1405	+
AT4G35850	protein_coding_gene	Chr4	16983525	16986967	3443	+
AT4G35860	protein_coding_gene	Chr4	16986840	16989047	2208	-
AT4G35870	protein_coding_gene	Chr4	16990173	16992888	2716	+
AT4G35880	protein_coding_gene	Chr4	16993339	16995820	2482	+
AT4G35890	protein_coding_gene	Chr4	16997139	17000833	3695	+
AT4G35900	protein_coding_gene	Chr4	17004595	17006287	1693	+
AT4G35905	protein_coding_gene	Chr4	17007028	17008154	1127	-
AT4G35910	protein_coding_gene	Chr4	17008567	17011509	2943	-
AT4G35920	protein_coding_gene	Chr4	17011788	17015256	3469	-
AT4G35930	protein_coding_gene	Chr4	17018929	17021060	2132	+
AT4G35940	protein_coding_gene	Chr4	17021572	17023764	2193	+
AT4G35950	protein_coding_gene	Chr4	17023837	17025863	2027	-
AT4G35970	protein_coding_gene	Chr4	17028606	17030293	1688	+
AT4G35980	protein_coding_gene	Chr4	17030572	17031696	1125	-
AT4G35985	protein_coding_gene	Chr4	17032268	17033862	1595	-
AT4G35987	protein_coding_gene	Chr4	17035028	17036963	1936	+
AT4G36000	protein_coding_gene	Chr4	17037583	17038713	1131	-
AT4G36010	protein_coding_gene	Chr4	17039063	17041141	2079	-
AT4G36020	protein_coding_gene	Chr4	17043112	17044396	1285	-
AT4G36030	protein_coding_gene	Chr4	17044945	17047315	2371	-
AT4G36032	other_RNA	Chr4	17045092	17047297	2206	+
AT4G36040	protein_coding_gene	Chr4	17049171	17050274	1104	-
AT4G36050	protein_coding_gene	Chr4	17051982	17055059	3078	-
AT4G36052	other_RNA	Chr4	17052347	17053499	1153	+
AT4G36060	protein_coding_gene	Chr4	17055321	17056704	1384	+
AT4G36070	protein_coding_gene	Chr4	17056723	17059627	2905	-
AT4G36080	protein_coding_gene	Chr4	17059824	17078007	18184	-
AT4G36090	protein_coding_gene	Chr4	17078311	17080786	2476	-
AT4G36100	protein_coding_gene	Chr4	17082579	17083343	765	+
AT4G36105	protein_coding_gene	Chr4	17083885	17085120	1236	+
AT4G36110	protein_coding_gene	Chr4	17089949	17090825	877	+
AT4G36120	protein_coding_gene	Chr4	17093088	17096573	3486	-
AT4G36130	protein_coding_gene	Chr4	17097565	17098879	1315	+
AT4G36140	protein_coding_gene	Chr4	17098956	17104479	5524	-
AT4G36150	protein_coding_gene	Chr4	17104719	17108711	3993	+
AT4G36160	protein_coding_gene	Chr4	17110747	17114141	3395	-
AT4G36170	protein_coding_gene	Chr4	17113872	17119834	5963	+
AT4G36180	protein_coding_gene	Chr4	17120085	17123841	3757	-
AT4G36190	protein_coding_gene	Chr4	17123966	17127018	3053	+
AT4G36195	protein_coding_gene	Chr4	17126932	17129946	3015	+
AT4G36197	tRNA	Chr4	17130052	17130124	73	+
AT4G36210	protein_coding_gene	Chr4	17130246	17134656	4411	+
AT4G36220	protein_coding_gene	Chr4	17137344	17139635	2292	-
AT4G36230	protein_coding_gene	Chr4	17145586	17146251	666	+
AT4G36240	protein_coding_gene	Chr4	17147196	17148221	1026	-
AT4G36245	tRNA	Chr4	17149471	17149542	72	+
AT4G36250	protein_coding_gene	Chr4	17150869	17153578	2710	+
AT4G36260	protein_coding_gene	Chr4	17155556	17157245	1690	-
AT4G36268	protein_coding_gene	Chr4	17160536	17160706	171	+
AT4G36270	protein_coding_gene	Chr4	17161024	17165241	4218	-
AT4G36280	protein_coding_gene	Chr4	17165331	17169375	4045	-
AT4G36290	protein_coding_gene	Chr4	17169464	17173215	3752	-
AT4G36350	protein_coding_gene	Chr4	17173737	17175857	2121	-
AT4G36360	protein_coding_gene	Chr4	17176342	17181261	4920	-
AT4G36370	protein_coding_gene	Chr4	17187250	17187610	361	+
AT4G36380	protein_coding_gene	Chr4	17187528	17192317	4790	-
AT4G36390	protein_coding_gene	Chr4	17194588	17197131	2544	-
AT4G36400	protein_coding_gene	Chr4	17197212	17200921	3710	+
AT4G36410	protein_coding_gene	Chr4	17201922	17202988	1067	+
AT4G36420	protein_coding_gene	Chr4	17203031	17204312	1282	-
AT4G36430	protein_coding_gene	Chr4	17204478	17205966	1489	-
AT4G36440	protein_coding_gene	Chr4	17206858	17210007	3150	-
AT4G36450	protein_coding_gene	Chr4	17210245	17211413	1169	-
AT4G36460	protein_coding_gene	Chr4	17212662	17213099	438	-
AT4G36470	protein_coding_gene	Chr4	17215027	17216530	1504	-
AT4G36480	protein_coding_gene	Chr4	17218132	17221477	3346	+
AT4G36490	protein_coding_gene	Chr4	17221996	17225016	3021	+
AT4G36500	protein_coding_gene	Chr4	17225912	17226610	699	-
AT4G36510	protein_coding_gene	Chr4	17228777	17229451	675	+
AT4G36515	protein_coding_gene	Chr4	17229554	17230296	743	-
AT4G36520	protein_coding_gene	Chr4	17230589	17235518	4930	-
AT4G36530	protein_coding_gene	Chr4	17239958	17241937	1980	-
AT4G36540	protein_coding_gene	Chr4	17243583	17245296	1714	+
AT4G36550	protein_coding_gene	Chr4	17245400	17248461	3062	-
AT4G36560	protein_coding_gene	Chr4	17252657	17252989	333	+
AT4G36570	protein_coding_gene	Chr4	17254660	17255716	1057	+
AT4G36580	protein_coding_gene	Chr4	17257945	17260775	2831	+
AT4G36590	protein_coding_gene	Chr4	17260937	17262227	1291	-
AT4G36600	protein_coding_gene	Chr4	17263666	17265100	1435	+
AT4G36610	protein_coding_gene	Chr4	17265390	17267314	1925	-
AT4G36620	protein_coding_gene	Chr4	17268906	17269743	838	-
AT4G36630	protein_coding_gene	Chr4	17271819	17276616	4798	-
AT4G36635	tRNA	Chr4	17276701	17276774	74	-
AT4G36640	protein_coding_gene	Chr4	17276936	17279201	2266	-
AT4G36648	other_RNA	Chr4	17280528	17282730	2203	-
AT4G36650	protein_coding_gene	Chr4	17283132	17285599	2468	-
AT4G36660	protein_coding_gene	Chr4	17285732	17287429	1698	-
AT4G36670	protein_coding_gene	Chr4	17287499	17289590	2092	-
AT4G36680	protein_coding_gene	Chr4	17292229	17293822	1594	-
AT4G36690	protein_coding_gene	Chr4	17293947	17297761	3815	-
AT4G36700	protein_coding_gene	Chr4	17298200	17300367	2168	-
AT4G36710	protein_coding_gene	Chr4	17305758	17307643	1886	+
AT4G36720	protein_coding_gene	Chr4	17307769	17309867	2099	+
AT4G36730	protein_coding_gene	Chr4	17309612	17312488	2877	-
AT4G36740	protein_coding_gene	Chr4	17314559	17316374	1816	-
AT4G36750	protein_coding_gene	Chr4	17324571	17326457	1887	+
AT4G36760	protein_coding_gene	Chr4	17326617	17330208	3592	+
AT4G36770	protein_coding_gene	Chr4	17330146	17331624	1479	-
AT4G36780	protein_coding_gene	Chr4	17332517	17334349	1833	-
AT4G36790	protein_coding_gene	Chr4	17336172	17338371	2200	+
AT4G36791	protein_coding_gene	Chr4	17338871	17339077	207	-
AT4G36800	protein_coding_gene	Chr4	17340950	17342759	1810	-
AT4G36808	other_RNA	Chr4	17343162	17343824	663	-
AT4G36810	protein_coding_gene	Chr4	17343374	17344865	1492	+
AT4G36820	protein_coding_gene	Chr4	17346805	17347994	1190	+
AT4G36830	protein_coding_gene	Chr4	17349436	17350480	1045	+
AT4G36840	protein_coding_gene	Chr4	17351353	17352945	1593	+
AT4G36850	protein_coding_gene	Chr4	17353291	17355891	2601	-
AT4G36860	protein_coding_gene	Chr4	17358438	17361978	3541	-
AT4G36870	protein_coding_gene	Chr4	17368965	17373930	4966	+
AT4G36880	protein_coding_gene	Chr4	17374458	17376225	1768	-
AT4G36890	protein_coding_gene	Chr4	17379175	17381780	2606	-
AT4G36900	protein_coding_gene	Chr4	17388814	17389837	1024	+
AT4G36910	protein_coding_gene	Chr4	17390626	17393339	2714	-
AT4G36920	protein_coding_gene	Chr4	17400610	17403469	2860	+
AT4G36925	protein_coding_gene	Chr4	17403980	17404450	471	+
AT4G36930	protein_coding_gene	Chr4	17414127	17416294	2168	+
AT4G36940	protein_coding_gene	Chr4	17416855	17420252	3398	+
AT4G36945	protein_coding_gene	Chr4	17419918	17422130	2213	-
AT4G36950	protein_coding_gene	Chr4	17422572	17423901	1330	-
AT4G36960	protein_coding_gene	Chr4	17426921	17429765	2845	+
AT4G36970	protein_coding_gene	Chr4	17429744	17431685	1942	-
AT4G36980	protein_coding_gene	Chr4	17433601	17437069	3469	-
AT4G36988	protein_coding_gene	Chr4	17440177	17442151	1975	+
AT4G36990	protein_coding_gene	Chr4	17440177	17442151	1975	+
AT4G37000	protein_coding_gene	Chr4	17442612	17443855	1244	+
AT4G37010	protein_coding_gene	Chr4	17444309	17445615	1307	+
AT4G37020	protein_coding_gene	Chr4	17445697	17447400	1704	+
AT4G37022	protein_coding_gene	Chr4	17447713	17448244	532	+
AT4G37030	protein_coding_gene	Chr4	17451928	17454760	2833	+
AT4G37040	protein_coding_gene	Chr4	17455139	17457357	2219	+
AT4G37050	protein_coding_gene	Chr4	17457135	17459770	2636	-
AT4G37060	protein_coding_gene	Chr4	17461366	17463734	2369	-
AT4G37070	protein_coding_gene	Chr4	17464785	17467109	2325	-
AT4G37080	protein_coding_gene	Chr4	17473120	17476952	3833	+
AT4G37090	protein_coding_gene	Chr4	17477232	17478729	1498	+
AT4G37095	protein_coding_gene	Chr4	17478885	17479107	223	-
AT4G37100	protein_coding_gene	Chr4	17479173	17481863	2691	-
AT4G37110	protein_coding_gene	Chr4	17484125	17486276	2152	-
AT4G37120	protein_coding_gene	Chr4	17486647	17489294	2648	+
AT4G37130	protein_coding_gene	Chr4	17489467	17492010	2544	+
AT4G37140	protein_coding_gene	Chr4	17492115	17492728	614	-
AT4G37150	protein_coding_gene	Chr4	17492878	17494109	1232	-
AT4G37160	protein_coding_gene	Chr4	17494705	17497124	2420	-
AT4G37170	protein_coding_gene	Chr4	17498580	17500655	2076	-
AT4G37175	tRNA	Chr4	17500807	17500878	72	-
AT4G37180	protein_coding_gene	Chr4	17504564	17506367	1804	+
AT4G37190	protein_coding_gene	Chr4	17507050	17509747	2698	+
AT4G37200	protein_coding_gene	Chr4	17509621	17511364	1744	-
AT4G37210	protein_coding_gene	Chr4	17512259	17514625	2367	+
AT4G37220	protein_coding_gene	Chr4	17515080	17516162	1083	+
AT4G37225	other_RNA	Chr4	17516187	17516857	671	-
AT4G37230	protein_coding_gene	Chr4	17516424	17517587	1164	+
AT4G37235	protein_coding_gene	Chr4	17517985	17519785	1801	+
AT4G37240	protein_coding_gene	Chr4	17524461	17525159	699	+
AT4G37250	protein_coding_gene	Chr4	17527650	17530506	2857	-
AT4G37260	protein_coding_gene	Chr4	17540490	17541799	1310	+
AT4G37270	protein_coding_gene	Chr4	17541771	17546484	4714	-
AT4G37280	protein_coding_gene	Chr4	17546584	17549424	2841	-
AT4G37290	protein_coding_gene	Chr4	17549684	17550257	574	-
AT4G37295	protein_coding_gene	Chr4	17553560	17554105	546	+
AT4G37300	protein_coding_gene	Chr4	17554641	17555861	1221	+
AT4G37310	protein_coding_gene	Chr4	17555927	17558943	3017	-
AT4G37320	protein_coding_gene	Chr4	17559580	17561727	2148	-
AT4G37330	protein_coding_gene	Chr4	17562345	17564596	2252	-
AT4G37340	protein_coding_gene	Chr4	17564850	17566787	1938	-
AT4G37360	protein_coding_gene	Chr4	17567124	17568858	1735	-
AT4G37370	protein_coding_gene	Chr4	17569828	17571704	1877	-
AT4G37380	protein_coding_gene	Chr4	17572040	17573938	1899	-
AT4G37390	protein_coding_gene	Chr4	17579657	17582022	2366	+
AT4G37400	protein_coding_gene	Chr4	17584051	17586360	2310	+
AT4G37409	protein_coding_gene	Chr4	17590769	17592911	2143	-
AT4G37410	protein_coding_gene	Chr4	17590772	17592920	2149	+
AT4G37420	protein_coding_gene	Chr4	17593123	17594889	1767	+
AT4G37430	protein_coding_gene	Chr4	17597110	17598958	1849	+
AT4G37432	other_RNA	Chr4	17597179	17598690	1512	-
AT4G37440	protein_coding_gene	Chr4	17601222	17604086	2865	+
AT4G37445	protein_coding_gene	Chr4	17604094	17604933	840	-
AT4G37450	protein_coding_gene	Chr4	17605758	17606755	998	-
AT4G37460	protein_coding_gene	Chr4	17608378	17615776	7399	-
AT4G37470	protein_coding_gene	Chr4	17616659	17618473	1815	-
AT4G37480	protein_coding_gene	Chr4	17619261	17621596	2336	+
AT4G37483	protein_coding_gene	Chr4	17621593	17621820	228	-
AT4G37490	protein_coding_gene	Chr4	17621886	17624285	2400	-
AT4G37500	protein_coding_gene	Chr4	17625388	17625915	528	+
AT4G37510	protein_coding_gene	Chr4	17626104	17628947	2844	-
AT4G37520	protein_coding_gene	Chr4	17631562	17633249	1688	+
AT4G37530	protein_coding_gene	Chr4	17634784	17636288	1505	+
AT4G37540	protein_coding_gene	Chr4	17639533	17640665	1133	-
AT4G37550	protein_coding_gene	Chr4	17643570	17645830	2261	+
AT4G37553	other_RNA	Chr4	17644898	17649055	4158	-
AT4G37560	protein_coding_gene	Chr4	17646408	17648684	2277	+
AT4G37580	protein_coding_gene	Chr4	17658612	17660878	2267	+
AT4G37590	protein_coding_gene	Chr4	17662842	17666428	3587	-
AT4G37608	protein_coding_gene	Chr4	17668951	17670631	1681	+
AT4G37610	protein_coding_gene	Chr4	17670481	17672353	1873	-
AT4G37630	protein_coding_gene	Chr4	17679279	17681202	1924	+
AT4G37640	protein_coding_gene	Chr4	17682977	17686941	3965	-
AT4G37650	protein_coding_gene	Chr4	17691786	17693760	1975	+
AT4G37660	protein_coding_gene	Chr4	17695496	17696270	775	+
AT4G37670	protein_coding_gene	Chr4	17696059	17698843	2785	-
AT4G37680	protein_coding_gene	Chr4	17700634	17702952	2319	+
AT4G37682	protein_coding_gene	Chr4	17703381	17704510	1130	+
AT4G37685	protein_coding_gene	Chr4	17705049	17706089	1041	+
AT4G37690	protein_coding_gene	Chr4	17707894	17709847	1954	+
AT4G37700	protein_coding_gene	Chr4	17710272	17710873	602	-
AT4G37710	protein_coding_gene	Chr4	17718128	17718742	615	+
AT4G37720	protein_coding_gene	Chr4	17718961	17719318	358	-
AT4G37730	protein_coding_gene	Chr4	17723666	17724915	1250	+
AT4G37740	protein_coding_gene	Chr4	17725337	17727730	2394	-
AT4G37750	protein_coding_gene	Chr4	17739514	17742401	2888	+
AT4G37760	protein_coding_gene	Chr4	17743887	17746678	2792	+
AT4G37770	protein_coding_gene	Chr4	17752084	17754157	2074	+
AT4G37780	protein_coding_gene	Chr4	17758243	17759557	1315	-
AT4G37790	protein_coding_gene	Chr4	17768042	17769606	1565	+
AT4G37800	protein_coding_gene	Chr4	17775474	17777397	1924	-
AT4G37810	protein_coding_gene	Chr4	17780970	17781745	776	+
AT4G37820	protein_coding_gene	Chr4	17785255	17787471	2217	+
AT4G37830	protein_coding_gene	Chr4	17787479	17788834	1356	-
AT4G37840	protein_coding_gene	Chr4	17790147	17792198	2052	-
AT4G37850	protein_coding_gene	Chr4	17796093	17797900	1808	-
AT4G37860	protein_coding_gene	Chr4	17800326	17801907	1582	-
AT4G37870	protein_coding_gene	Chr4	17802694	17806539	3846	-
AT4G37880	protein_coding_gene	Chr4	17809681	17811590	1910	+
AT4G37890	protein_coding_gene	Chr4	17812736	17815095	2360	-
AT4G37895	other_RNA	Chr4	17813545	17815178	1634	+
AT4G37900	protein_coding_gene	Chr4	17821737	17824627	2891	-
AT4G37910	protein_coding_gene	Chr4	17825080	17828180	3101	-
AT4G37920	protein_coding_gene	Chr4	17828433	17830465	2033	-
AT4G37925	protein_coding_gene	Chr4	17830562	17831554	993	-
AT4G37930	protein_coding_gene	Chr4	17831731	17834927	3197	-
AT4G37940	protein_coding_gene	Chr4	17835572	17838621	3050	-
AT4G37950	protein_coding_gene	Chr4	17844430	17849274	4845	+
AT4G37970	protein_coding_gene	Chr4	17849648	17852246	2599	+
AT4G37980	protein_coding_gene	Chr4	17852441	17854500	2060	+
AT4G37990	protein_coding_gene	Chr4	17855876	17857639	1764	+
AT4G38000	protein_coding_gene	Chr4	17858351	17859325	975	+
AT4G38010	protein_coding_gene	Chr4	17859582	17861261	1680	-
AT4G38020	protein_coding_gene	Chr4	17861523	17863060	1538	+
AT4G38030	protein_coding_gene	Chr4	17863073	17866730	3658	-
AT4G38040	protein_coding_gene	Chr4	17867438	17869302	1865	+
AT4G38050	protein_coding_gene	Chr4	17869379	17872482	3104	-
AT4G38052	protein_coding_gene	Chr4	17872740	17872853	114	-
